treatment,treatment_binary,fire_judges,disobey_justice_2,overthrow_institutions,power_institutions,anti_democratic_index,strong_leader,check_corruption,angry,scared,optimistic,nervous,male,age,socioeconomic_level,political_interest,pres_approval,region,morena,nonpartisan,otherpartisan
Trash-talking,1,3,4,3,4,3.5,2,8,4,2,4,2,0,35,5,2,5,2,1,0,0
Trash-talking,1,1,1,2,1,1.25,2,4,2,2,3,2,1,61,4,3,2,1,0,0,1
Trash-talking,1,5,2,5,4,4,4,9,5,4,4,4,0,24,2,4,4,2,1,0,0
Control,0,2,4,3,3,3,2,10,3,4,1,4,0,63,5,1,4,6,1,0,0
Trash-talking,1,2,4,3,4,3.25,3,10,4,1,4,1,0,67,2,2,5,2,1,0,0
Trash-talking,1,3,3,3,3,3,3,5,3,3,3,3,1,28,3,1,3,1,1,0,0
Control,0,2,4,5,2,3.25,3,8,3,4,2,2,0,38,4,3,5,1,0,0,0
Trash-talking,1,4,2,5,5,4,4,9,4,5,4,3,1,24,3,2,5,2,1,0,0
Control,0,2,4,4,3,3.25,3,10,2,1,2,1,1,34,1,4,5,4,1,0,0
Trash-talking,1,1,1,2,1,1.25,2,5,2,4,1,3,0,50,5,4,1,4,0,1,0
Control,0,4,4,2,2,3,3,6,2,3,3,3,1,18,4,2,3,4,1,0,0
Trash-talking,1,2,2,3,4,2.75,2,9,4,2,1,2,0,38,5,1,3,4,0,1,0
Control,0,2,2,3,2,2.25,3,9,3,3,4,2,0,36,3,3,5,5,1,0,0
Trash-talking,1,4,2,2,4,3,4,10,4,3,1,4,0,42,5,2,2,3,0,1,0
Trash-talking,1,1,3,4,2,2.5,2,10,4,1,1,3,1,25,1,2,4,2,0,1,0
Control,0,4,2,3,5,3.5,4,8,1,1,5,1,1,46,2,4,5,6,1,0,0
Trash-talking,1,4,1,5,5,3.75,5,10,5,2,2,4,1,23,1,3,5,2,1,0,0
Control,0,5,1,5,5,4,5,10,3,3,3,3,0,70,3,4,5,1,0,0,0
Trash-talking,1,2,2,4,2,2.5,5,10,5,4,1,4,0,36,5,3,1,2,0,0,0
Control,0,4,1,5,4,3.5,4,10,2,5,4,2,0,40,5,3,2,6,1,0,0
Control,0,3,4,3,3,3.25,3,3,3,3,3,3,0,23,2,3,3,2,0,1,0
Control,0,1,2,1,1,1.25,1,10,1,1,3,1,0,61,5,1,3,3,0,0,1
Control,0,3,1,5,1,2.5,3,10,1,1,1,1,1,18,3,1,3,3,0,1,0
Trash-talking,1,2,1,3,1,1.75,2,2,3,2,1,2,0,29,5,2,3,6,0,1,0
Trash-talking,1,1,4,3,2,2.5,4,6,3,4,2,4,1,29,2,4,4,1,0,1,0
Trash-talking,1,2,4,3,2,2.75,3,3,1,1,2,1,0,19,5,2,5,6,1,0,0
Control,0,2,4,4,4,3.5,4,10,3,1,3,1,1,20,5,2,4,5,1,0,0
Trash-talking,1,3,5,2,5,3.75,2,10,3,2,2,2,0,21,5,2,2,2,1,0,0
Control,0,4,2,4,4,3.5,4,5,3,3,3,3,0,24,1,3,4,2,1,0,0
Control,0,3,1,1,5,2.5,3,6,1,1,5,3,1,36,3,3,3,2,0,0,1
Trash-talking,1,5,5,1,5,4,5,10,5,1,2,1,0,25,5,2,5,2,1,0,0
Trash-talking,1,3,5,4,2,3.5,3,10,4,4,2,4,0,31,5,3,5,4,1,0,0
Control,0,5,3,4,5,4.25,4,10,2,1,4,1,1,34,3,3,5,4,1,0,0
Trash-talking,1,5,3,5,5,4.5,4,10,1,1,4,1,0,66,4,4,5,2,1,0,0
Control,0,1,5,1,3,2.5,2,9,1,1,5,1,0,57,2,4,5,3,1,0,0
Control,0,3,2,3,2,2.5,4,6,3,2,4,3,1,35,5,2,4,4,1,0,0
Control,0,1,2,2,1,1.5,2,8,1,1,3,1,0,39,1,1,2,3,0,1,0
Control,0,1,5,3,1,2.5,3,5,1,1,3,1,1,22,3,1,2,4,0,1,0
Control,0,1,2,3,1,1.75,1,8,5,5,1,5,1,68,1,4,1,4,0,0,0
Trash-talking,1,3,3,4,4,3.5,4,10,4,3,2,3,0,30,6,2,5,6,1,0,0
Control,0,1,3,4,2,2.5,2,10,2,2,3,1,0,39,6,2,1,4,0,0,1
Control,0,5,4,3,5,4.25,4,9,1,3,2,1,0,35,5,1,5,5,0,1,0
Trash-talking,1,4,4,2,4,3.5,4,10,1,1,2,3,1,33,3,3,4,2,1,0,0
Trash-talking,1,2,4,2,2,2.5,3,5,1,1,2,1,1,37,5,3,3,5,0,1,0
Control,0,4,3,3,4,3.5,4,9,2,1,4,1,1,61,3,3,5,6,1,0,0
Trash-talking,1,3,3,4,3,3.25,3,10,2,1,3,2,0,28,5,2,5,3,1,0,0
Control,0,3,3,3,4,3.25,3,10,4,4,2,3,0,33,5,2,4,4,0,1,0
Control,0,2,2,2,2,2,3,6,3,3,3,3,1,30,1,2,5,2,1,0,0
Trash-talking,1,2,3,2,2,2.25,2,10,5,3,2,3,0,34,1,3,2,6,0,1,0
Trash-talking,1,2,3,3,2,2.5,4,10,4,1,3,1,1,43,2,3,1,5,0,0,1
Control,0,3,3,4,4,3.5,4,10,3,1,3,1,1,66,1,4,4,4,1,0,0
Trash-talking,1,4,2,5,2,3.25,5,10,4,2,3,2,1,61,4,4,5,2,1,0,0
Control,0,4,5,4,4,4.25,5,10,2,2,3,3,0,49,3,3,5,6,1,0,0
Control,0,5,2,5,5,4.25,5,10,4,1,3,2,1,56,3,3,5,6,1,0,0
Control,0,5,5,3,5,4.5,3,10,2,2,2,1,0,42,6,3,5,5,1,0,0
Control,0,2,2,4,3,2.75,2,8,1,1,4,1,1,38,3,2,4,3,0,1,0
Control,0,5,1,5,5,4,5,5,1,1,2,1,1,23,3,1,5,2,0,1,0
Control,0,3,4,5,4,4,4,10,1,1,3,1,1,24,2,3,5,4,1,0,0
Trash-talking,1,3,4,4,2,3.25,4,10,4,3,2,3,1,41,1,2,2,4,0,0,0
Trash-talking,1,3,3,4,3,3.25,3,5,4,3,4,4,0,23,5,2,3,6,0,1,0
Trash-talking,1,1,1,2,2,1.5,1,7,3,1,2,3,1,49,6,4,2,5,0,1,0
Trash-talking,1,2,4,4,1,2.75,4,4,4,4,1,2,1,22,5,3,4,6,0,0,0
Control,0,1,3,3,2,2.25,4,8,3,2,3,1,0,24,5,1,3,3,0,1,0
Trash-talking,1,2,3,2,2,2.25,3,10,1,1,5,1,1,46,1,4,5,1,1,0,0
Trash-talking,1,2,3,2,2,2.25,4,10,4,1,4,1,1,55,3,4,4,3,0,1,0
Trash-talking,1,2,3,3,2,2.5,3,9,2,1,1,2,1,20,4,1,4,4,0,1,0
Control,0,5,5,5,5,5,2,9,1,1,3,4,1,44,4,3,5,1,1,0,0
Trash-talking,1,4,3,4,4,3.75,3,10,2,1,3,1,0,46,2,3,5,6,1,0,0
Trash-talking,1,3,3,1,1,2,1,10,3,1,3,1,0,46,4,2,1,2,0,1,0
Control,0,1,3,3,1,2,2,7,1,1,3,1,0,26,5,2,3,3,0,1,0
Control,0,3,4,3,3,3.25,5,10,1,1,3,1,0,73,4,3,5,6,1,0,0
Control,0,2,2,4,1,2.25,4,9,1,1,3,1,1,47,3,2,4,6,1,0,0
Control,0,4,4,4,3,3.75,3,10,3,3,2,3,1,41,5,2,3,5,0,1,0
Control,0,2,5,2,3,3,3,6,3,1,3,1,1,23,2,3,5,1,1,0,0
Control,0,2,4,4,3,3.25,4,6,1,2,2,2,0,29,3,2,4,1,1,0,0
Trash-talking,1,2,3,5,3,3.25,2,9,3,3,1,1,0,19,2,3,2,1,0,0,1
Trash-talking,1,3,3,3,3,3,3,10,3,4,1,3,0,39,6,1,3,4,0,1,0
Control,0,4,2,3,4,3.25,4,10,1,2,5,3,0,27,4,3,4,2,0,0,0
Trash-talking,1,3,2,3,2,2.5,3,7,4,4,3,3,0,41,1,2,3,3,0,0,0
Control,0,3,3,4,2,3,3,6,2,3,3,3,0,21,3,3,4,5,1,0,0
Control,0,4,4,2,2,3,4,6,3,3,2,3,1,57,1,3,2,2,0,0,1
Trash-talking,1,1,2,5,2,2.5,4,8,3,4,3,3,1,30,5,3,2,3,0,1,0
Control,0,3,1,5,4,3.25,4,9,2,1,4,1,0,32,2,2,3,3,1,0,0
Trash-talking,1,2,5,5,5,4.25,4,9,2,3,2,2,1,36,6,2,4,6,1,0,0
Trash-talking,1,3,3,3,3,3,3,5,3,3,3,3,0,40,4,1,3,5,0,1,0
Trash-talking,1,2,2,5,4,3.25,4,10,4,3,3,4,0,31,2,2,5,5,1,0,0
Control,0,2,3,3,3,2.75,3,8,3,3,4,2,1,30,3,2,4,4,1,0,0
Trash-talking,1,3,4,2,2,2.75,4,10,5,5,1,4,0,39,2,2,2,3,0,0,0
Trash-talking,1,4,5,4,3,4,4,10,1,2,3,1,0,23,2,2,4,6,0,1,0
Control,0,4,2,5,5,4,3,5,1,1,5,1,1,32,3,4,5,1,1,0,0
Trash-talking,1,5,4,5,5,4.75,4,9,5,4,2,4,1,77,4,4,5,2,1,0,0
Trash-talking,1,2,4,2,2,2.5,5,7,2,2,3,3,1,18,2,2,4,3,0,0,0
Control,0,5,1,5,5,4,5,10,5,5,5,5,0,30,1,4,5,2,1,0,0
Trash-talking,1,2,4,2,2,2.5,3,5,5,1,3,4,0,30,5,1,2,4,0,0,1
Control,0,1,2,2,1,1.5,2,9,1,1,2,1,1,22,4,3,1,4,0,0,1
Control,0,3,4,2,4,3.25,5,7,1,1,2,3,0,24,2,3,5,6,1,0,0
Control,0,3,4,4,4,3.75,4,7,4,2,2,4,0,20,4,2,4,2,0,1,0
Control,0,3,2,3,3,2.75,4,8,4,1,3,2,1,30,1,3,4,4,1,0,0
Control,0,3,2,4,3,3,3,6,2,2,4,3,1,26,5,2,3,3,1,0,0
Trash-talking,1,3,3,3,4,3.25,3,8,2,1,3,2,0,22,5,2,4,5,0,0,1
Trash-talking,1,1,1,1,1,1,1,5,1,1,1,1,1,34,2,4,1,2,0,0,0
Trash-talking,1,3,5,5,3,4,4,10,1,1,1,1,0,25,5,1,4,1,1,0,0
Trash-talking,1,2,3,2,2,2.25,4,8,1,1,2,1,1,57,3,3,3,3,0,0,0
Control,0,2,4,3,2,2.75,5,10,4,4,3,4,1,60,3,2,1,6,0,0,1
Control,0,2,3,2,1,2,2,10,3,1,1,1,0,57,3,2,1,1,0,0,1
Control,0,4,5,4,4,4.25,3,10,1,1,1,1,0,24,5,3,5,6,1,0,0
Trash-talking,1,3,4,5,5,4.25,4,10,1,5,4,3,0,30,5,3,4,2,1,0,0
Control,0,3,1,2,2,2,3,9,3,1,2,1,1,41,2,2,2,3,0,0,0
Control,0,5,1,3,3,3,3,10,3,4,3,3,0,27,5,1,3,1,1,0,0
Control,0,1,1,1,1,1,4,10,4,4,1,4,1,44,1,3,3,4,0,0,1
Control,0,3,3,4,4,3.5,4,6,2,3,4,3,1,73,4,3,1,2,1,0,0
Trash-talking,1,3,3,3,3,3,3,5,3,3,3,3,0,32,6,1,3,2,0,0,1
Control,0,2,4,2,4,3,4,10,3,4,2,1,0,44,6,2,2,6,1,0,0
Control,0,2,4,2,1,2.25,3,3,1,1,4,2,0,32,5,2,3,3,0,0,1
Control,0,2,3,4,3,3,4,10,4,3,2,3,1,33,1,3,5,4,1,0,0
Trash-talking,1,4,5,4,4,4.25,2,8,3,2,2,4,1,49,5,2,4,4,1,0,0
Control,0,4,4,5,5,4.5,4,9,4,3,2,4,1,45,4,2,4,6,1,0,0
Trash-talking,1,5,4,5,4,4.5,5,9,4,3,1,2,1,36,5,2,5,4,1,0,0
Trash-talking,1,4,4,4,3,3.75,2,8,3,4,2,4,1,38,5,3,4,4,0,0,1
Trash-talking,1,4,3,3,2,3,3,5,3,2,4,2,1,50,6,2,2,3,0,0,0
Control,0,2,3,2,3,2.5,4,10,4,1,3,1,0,56,3,4,4,3,1,0,0
Control,0,2,4,2,4,3,4,8,1,2,3,2,0,20,5,3,4,5,1,0,0
Control,0,2,2,1,2,1.75,4,8,2,2,3,2,0,50,5,2,4,4,0,0,1
Trash-talking,1,1,1,1,1,1,2,6,4,2,1,4,1,70,1,4,1,4,0,0,1
Trash-talking,1,5,2,5,5,4.25,4,10,5,2,2,4,0,33,5,2,5,2,1,0,0
Trash-talking,1,5,4,5,5,4.75,2,10,5,2,2,2,1,22,4,2,3,4,1,0,0
Trash-talking,1,4,4,5,4,4.25,3,10,3,3,4,2,0,24,6,2,4,3,0,1,0
Control,0,1,4,4,2,2.75,3,10,2,2,1,2,0,52,5,3,4,5,1,0,0
Control,0,3,2,3,3,2.75,3,10,3,4,1,4,0,33,6,1,3,4,0,1,0
Trash-talking,1,5,4,4,5,4.5,5,9,1,1,4,2,0,24,2,3,5,6,1,0,0
Trash-talking,1,2,2,2,1,1.75,3,7,5,1,1,2,0,19,2,1,3,4,0,0,0
Trash-talking,1,4,2,3,4,3.25,3,9,1,1,3,1,0,24,4,2,4,6,1,0,0
Trash-talking,1,2,4,4,4,3.5,3,10,1,1,1,1,0,41,4,2,1,4,0,1,0
Trash-talking,1,3,2,5,4,3.5,5,7,1,1,2,2,1,41,2,3,2,3,0,1,0
Trash-talking,1,2,3,3,2,2.5,3,7,4,3,2,3,0,49,5,2,4,4,0,1,0
Control,0,5,4,3,5,4.25,5,9,5,2,4,1,0,55,4,2,5,6,1,0,0
Trash-talking,1,5,2,5,5,4.25,5,4,4,2,3,2,1,20,2,2,4,4,1,0,0
Trash-talking,1,2,4,4,2,3,4,6,2,1,4,1,0,35,5,2,4,2,1,0,0
Trash-talking,1,3,2,4,4,3.25,3,6,1,1,4,1,0,58,5,3,1,5,0,0,1
Control,0,2,2,5,2,2.75,2,10,1,1,1,1,1,38,2,2,4,6,0,1,0
Control,0,1,1,2,2,1.5,1,10,3,3,3,3,0,29,2,3,2,3,0,1,0
Control,0,3,3,3,5,3.5,3,8,3,1,4,1,1,26,5,3,5,2,1,0,0
Control,0,3,3,2,3,2.75,4,7,2,2,2,2,1,36,3,3,3,4,0,1,0
Trash-talking,1,4,5,5,5,4.75,5,10,4,1,1,1,0,26,6,2,5,4,0,1,0
Trash-talking,1,1,4,1,3,2.25,4,7,3,3,3,1,1,20,3,2,4,1,0,1,0
Trash-talking,1,2,2,3,1,2,3,10,1,2,1,3,1,29,2,3,3,3,0,1,0
Trash-talking,1,3,3,3,3,3,2,8,3,3,4,4,1,23,2,1,4,2,1,0,0
Trash-talking,1,1,3,2,2,2,2,10,2,1,1,1,0,21,5,2,4,6,1,0,0
Control,0,2,3,4,3,3,3,7,3,1,2,2,1,18,3,3,3,3,1,0,0
Trash-talking,1,3,1,3,3,2.5,3,6,1,1,3,2,0,30,6,1,3,4,0,1,0
Trash-talking,1,4,4,3,4,3.75,3,8,4,3,5,2,1,35,4,4,5,3,1,0,0
Trash-talking,1,3,3,4,4,3.5,4,8,3,2,4,1,1,25,5,2,3,1,0,1,0
Control,0,5,1,1,1,2,3,10,4,2,1,3,0,53,2,4,2,2,0,0,1
Trash-talking,1,4,3,3,4,3.5,4,7,2,2,3,2,0,22,5,3,4,4,1,0,0
Trash-talking,1,2,2,1,5,2.5,1,5,2,1,4,2,0,26,5,2,5,4,1,0,0
Control,0,5,4,4,5,4.5,4,10,4,3,1,3,0,45,3,1,4,2,1,0,0
Trash-talking,1,3,5,4,3,3.75,4,9,3,4,2,4,1,37,3,3,2,3,1,0,0
Trash-talking,1,3,5,5,3,4,5,7,1,1,2,1,0,23,6,3,5,5,1,0,0
Trash-talking,1,3,2,5,5,3.75,3,10,4,1,4,1,1,43,4,3,5,4,1,0,0
Trash-talking,1,2,4,4,4,3.5,4,8,3,1,2,1,1,21,4,2,4,2,1,0,0
Control,0,1,5,1,1,2,2,8,1,1,1,1,0,29,2,3,2,1,0,1,0
Control,0,2,4,4,2,3,4,10,4,1,1,1,0,68,2,3,5,6,1,0,0
Control,0,1,2,3,3,2.25,3,8,1,2,3,2,0,24,5,2,4,4,1,0,0
Trash-talking,1,2,4,2,2,2.5,3,8,2,2,2,2,0,42,5,3,4,5,0,0,1
Control,0,4,2,4,4,3.5,3,9,2,1,2,1,1,24,4,3,2,4,1,0,0
Trash-talking,1,5,4,5,5,4.75,4,10,4,4,4,4,0,45,4,3,5,2,1,0,0
Trash-talking,1,5,4,5,5,4.75,3,9,5,4,2,3,1,72,2,4,5,4,1,0,0
Trash-talking,1,3,5,3,3,3.5,3,8,4,3,1,2,0,20,4,2,3,3,0,0,0
Control,0,5,1,5,3,3.5,1,10,1,1,4,1,1,24,3,3,3,2,0,0,1
Control,0,1,1,5,1,2,3,10,3,2,4,3,0,24,6,1,2,6,0,1,0
Trash-talking,1,2,3,4,2,2.75,4,8,2,2,3,1,0,23,6,3,2,4,0,1,0
Trash-talking,1,5,4,5,5,4.75,5,10,1,1,3,1,0,30,5,3,4,3,0,1,0
Trash-talking,1,3,4,5,3,3.75,4,10,5,5,1,5,1,18,5,3,5,4,1,0,0
Trash-talking,1,5,4,5,4,4.5,3,9,2,1,4,1,0,26,5,2,3,6,1,0,0
Control,0,1,1,5,1,2,1,10,1,1,1,1,0,50,1,3,1,2,0,0,1
Control,0,4,3,4,4,3.75,4,8,1,1,3,1,0,28,5,3,5,5,1,0,0
Trash-talking,1,4,2,5,2,3.25,5,8,2,1,4,2,1,28,6,3,4,2,1,0,0
Trash-talking,1,3,3,3,3,3,3,3,1,3,3,2,0,25,5,1,4,5,0,1,0
Control,0,1,3,5,3,3,2,10,1,1,1,1,1,28,2,3,1,3,0,1,0
Control,0,3,2,3,2,2.5,4,10,4,2,2,1,0,51,3,2,3,6,0,0,1
Control,0,1,2,5,1,2.25,4,10,2,4,1,3,1,35,5,1,1,3,0,1,0
Control,0,2,2,3,3,2.5,3,9,2,1,3,1,0,36,6,3,3,4,0,1,0
Trash-talking,1,2,2,3,2,2.25,3,8,4,2,1,1,0,44,2,2,3,2,0,1,0
Control,0,1,1,5,2,2.25,2,2,4,4,1,1,0,61,1,2,1,3,0,0,0
Trash-talking,1,5,5,3,4,4.25,4,8,2,3,1,2,0,20,4,2,4,3,0,0,1
Trash-talking,1,5,3,5,5,4.5,5,10,5,1,4,1,1,69,2,4,5,2,1,0,0
Trash-talking,1,4,4,3,5,4,2,8,4,2,4,2,1,45,3,3,4,3,1,0,0
Control,0,3,3,3,3,3,5,10,3,3,3,3,0,30,2,3,3,2,1,0,0
Trash-talking,1,3,3,3,3,3,3,7,3,3,3,3,1,69,5,2,5,5,1,0,0
Control,0,3,4,2,1,2.5,2,8,3,2,1,2,0,22,3,2,3,2,0,0,0
Control,0,4,2,2,4,3,2,8,2,2,2,2,1,39,5,3,4,5,1,0,0
Trash-talking,1,3,3,3,3,3,3,9,1,1,1,1,1,35,5,1,3,6,0,1,0
Control,0,5,2,5,5,4.25,5,10,3,1,1,1,1,43,3,3,5,2,1,0,0
Control,0,2,2,4,3,2.75,2,7,1,1,3,1,1,51,3,3,2,5,0,0,1
Control,0,3,2,4,2,2.75,2,10,1,1,2,1,0,52,3,1,1,2,0,1,0
Control,0,3,3,2,4,3,3,6,3,3,2,3,0,23,3,3,1,4,0,1,0
Control,0,2,3,3,3,2.75,4,6,1,1,1,2,0,18,6,2,4,4,0,1,0
Control,0,5,1,5,4,3.75,5,9,3,2,4,1,1,34,4,3,5,1,1,0,0
Control,0,4,5,5,4,4.5,4,10,2,1,1,3,1,34,4,2,1,2,0,1,0
Trash-talking,1,1,2,4,1,2,4,7,4,2,3,2,1,37,1,2,1,2,0,0,0
Trash-talking,1,4,3,4,3,3.5,3,10,2,3,2,2,0,28,5,2,3,5,0,1,0
Control,0,3,3,3,3,3,3,5,3,3,3,3,1,30,5,4,3,6,0,1,0
Control,0,2,3,4,5,3.5,3,10,5,5,2,4,0,37,2,4,5,4,1,0,0
Trash-talking,1,2,2,4,3,2.75,4,10,4,4,3,4,0,23,3,3,5,6,1,0,0
Trash-talking,1,4,4,2,5,3.75,4,10,4,2,2,2,1,48,1,3,4,3,1,0,0
Trash-talking,1,4,3,4,3,3.5,5,9,4,3,1,3,1,50,1,2,2,6,0,1,0
Control,0,1,1,3,2,1.75,2,7,1,1,4,1,1,25,1,2,2,4,0,0,1
Control,0,3,1,2,4,2.5,4,8,1,1,3,1,1,24,2,2,5,1,1,0,0
Trash-talking,1,2,4,2,3,2.75,5,5,2,1,1,1,0,25,5,3,4,4,1,0,0
Trash-talking,1,4,3,3,3,3.25,3,7,1,1,2,2,0,24,5,3,5,3,1,0,0
Control,0,3,2,4,2,2.75,4,8,3,1,1,2,1,29,3,3,4,4,1,0,0
Control,0,5,4,2,4,3.75,2,5,1,2,2,3,1,21,4,2,5,2,1,0,0
Trash-talking,1,2,2,3,2,2.25,4,8,4,2,1,3,1,72,4,1,1,3,0,1,0
Trash-talking,1,2,3,3,2,2.5,2,10,4,4,1,2,0,34,5,3,5,6,1,0,0
Control,0,1,2,2,3,2,3,8,1,1,4,2,1,31,2,4,3,2,0,0,1
Trash-talking,1,3,5,5,5,4.5,3,7,5,1,3,3,1,30,1,2,5,3,1,0,0
Trash-talking,1,3,2,2,5,3,2,9,3,1,5,1,1,29,6,3,5,5,1,0,0
Trash-talking,1,1,2,3,2,2,3,9,4,3,2,4,0,45,3,3,2,2,0,1,0
Control,0,2,3,3,2,2.5,3,10,4,1,1,2,0,65,1,4,5,3,1,0,0
Trash-talking,1,1,1,1,1,1,2,2,1,1,1,1,0,49,5,2,1,2,0,0,1
Control,0,3,3,3,4,3.25,3,5,1,1,3,1,0,22,4,3,5,3,1,0,0
Control,0,4,3,4,5,4,4,10,1,1,2,1,0,64,5,1,4,2,1,0,0
Control,0,3,2,4,3,3,3,5,1,1,1,1,1,22,2,2,2,5,0,1,0
Trash-talking,1,5,4,3,4,4,4,9,2,1,3,1,0,22,6,2,5,3,0,0,1
Trash-talking,1,2,3,2,2,2.25,3,5,3,3,3,3,0,20,2,3,5,2,0,0,0
Control,0,2,2,3,3,2.5,3,5,1,2,4,2,0,29,1,3,4,2,1,0,0
Trash-talking,1,4,2,4,2,3,4,10,3,3,3,2,1,44,3,2,4,5,0,0,0
Trash-talking,1,1,1,2,1,1.25,1,7,4,3,2,4,0,45,2,4,1,3,0,1,0
Control,0,5,2,5,3,3.75,2,6,3,2,3,1,1,34,3,3,2,1,0,0,1
Control,0,1,1,1,1,1,2,5,2,3,1,2,0,21,2,4,1,2,0,0,0
Trash-talking,1,3,3,3,3,3,4,9,5,4,3,3,1,45,4,2,4,3,0,1,0
Control,0,3,4,3,4,3.5,4,9,2,1,4,1,0,48,5,2,5,2,1,0,0
Trash-talking,1,4,4,3,3,3.5,4,10,4,2,3,4,0,52,5,3,5,4,1,0,0
Trash-talking,1,2,4,5,4,3.75,5,9,4,3,3,2,0,51,2,4,5,6,1,0,0
Control,0,1,2,3,2,2,3,10,1,3,4,1,0,32,6,3,5,2,1,0,0
Trash-talking,1,4,4,4,4,4,1,10,4,1,1,2,1,47,2,3,4,4,1,0,0
Trash-talking,1,2,2,2,1,1.75,2,7,4,1,2,2,1,51,5,1,1,6,0,0,1
Trash-talking,1,3,2,3,4,3,4,8,3,1,3,1,1,20,3,2,4,2,1,0,0
Control,0,2,3,2,3,2.5,4,6,1,1,2,1,1,24,6,2,4,4,0,1,0
Control,0,2,3,4,3,3,3,10,1,1,2,1,0,20,2,2,2,1,0,1,0
Trash-talking,1,4,3,5,3,3.75,5,10,1,1,4,2,1,34,2,3,4,4,1,0,0
Control,0,4,5,4,4,4.25,5,10,3,2,2,3,1,30,3,3,5,4,1,0,0
Trash-talking,1,1,5,4,1,2.75,4,10,4,3,1,2,0,20,2,1,2,4,0,1,0
Control,0,3,2,4,3,3,4,8,3,1,3,2,1,27,5,3,5,6,1,0,0
Trash-talking,1,3,4,2,2,2.75,4,7,2,2,1,1,1,36,3,2,5,4,0,0,0
Trash-talking,1,3,2,5,3,3.25,4,5,4,4,4,3,0,52,5,2,5,4,1,0,0
Trash-talking,1,4,2,4,3,3.25,4,9,3,2,4,3,1,23,2,4,4,4,1,0,0
Trash-talking,1,3,4,4,3,3.5,3,10,5,4,1,4,0,50,3,2,1,2,0,1,0
Trash-talking,1,5,3,3,5,4,3,10,5,1,1,2,1,25,6,3,5,5,1,0,0
Trash-talking,1,4,3,5,4,4,3,7,4,3,4,2,0,21,3,3,5,3,1,0,0
Control,0,4,3,4,3,3.5,2,8,1,1,3,1,1,57,6,2,3,4,0,1,0
Trash-talking,1,1,5,3,1,2.5,4,10,3,2,3,2,1,29,3,2,3,2,0,0,0
Control,0,1,1,1,1,1,1,3,1,1,2,1,0,56,1,3,1,2,0,0,1
Control,0,2,2,4,2,2.5,3,5,4,5,1,2,0,45,5,2,3,5,0,0,1
Trash-talking,1,4,4,3,4,3.75,3,10,4,1,1,1,0,58,4,3,5,2,1,0,0
Trash-talking,1,5,3,5,4,4.25,4,8,3,3,2,3,1,37,5,2,4,4,1,0,0
Control,0,2,2,5,2,2.75,5,10,1,1,4,1,0,35,6,3,4,6,1,0,0
Trash-talking,1,4,4,4,4,4,4,10,3,4,1,3,0,40,5,2,3,5,0,1,0
Trash-talking,1,3,3,4,4,3.5,3,6,2,3,3,1,1,37,5,3,5,2,0,0,0
Control,0,4,5,3,5,4.25,3,5,1,5,3,4,0,18,6,3,5,6,1,0,0
Control,0,2,4,2,4,3,4,6,1,1,2,2,0,22,2,3,4,4,1,0,0
Control,0,2,3,4,1,2.5,4,8,4,4,2,3,0,35,1,3,1,2,0,0,1
Control,0,1,5,1,1,2,5,10,4,2,2,2,0,58,5,2,5,5,1,0,0
Trash-talking,1,5,5,5,3,4.5,5,10,5,2,3,2,0,44,5,1,3,2,0,0,1
Control,0,2,3,2,1,2,5,7,1,1,4,2,1,23,2,4,4,2,1,0,0
Control,0,1,1,5,5,3,5,10,5,5,1,3,0,44,5,4,1,3,0,0,1
Trash-talking,1,3,3,3,4,3.25,5,6,3,2,3,2,1,23,7,2,2,5,0,1,0
Trash-talking,1,4,2,2,5,3.25,4,7,2,3,3,1,1,33,1,4,5,2,1,0,0
Trash-talking,1,4,2,4,3,3.25,4,10,1,1,4,1,1,39,3,3,4,4,1,0,0
Control,0,1,3,3,1,2,5,10,2,1,1,1,1,64,2,4,1,6,0,0,1
Trash-talking,1,5,2,4,4,3.75,4,9,3,3,3,4,1,22,4,4,5,4,0,0,0
Trash-talking,1,4,3,2,4,3.25,3,7,1,3,4,3,0,18,3,3,5,5,1,0,0
Trash-talking,1,3,2,3,4,3,5,10,3,3,3,3,1,33,2,4,4,4,1,0,0
Trash-talking,1,5,4,4,5,4.5,4,10,4,5,3,3,0,47,5,3,5,4,1,0,0
Control,0,4,2,4,4,3.5,4,8,1,1,1,1,0,41,5,3,2,5,0,0,1
Control,0,3,3,3,3,3,1,5,3,1,2,1,0,24,7,2,1,2,0,1,0
Control,0,2,4,2,2,2.5,3,10,2,2,1,2,0,31,6,2,2,4,0,0,1
Control,0,1,1,2,1,1.25,3,10,1,1,4,1,1,73,3,3,5,4,1,0,0
Control,0,5,3,4,4,4,4,7,2,2,4,3,1,32,1,4,3,4,1,0,0
Trash-talking,1,1,1,1,1,1,1,1,1,1,1,1,0,58,4,4,1,6,0,0,1
Trash-talking,1,2,1,5,2,2.5,1,10,5,2,1,3,1,43,3,3,4,2,0,1,0
Trash-talking,1,4,4,3,3,3.5,3,8,1,1,2,1,1,30,5,3,4,5,1,0,0
Control,0,1,1,1,1,1,3,5,1,1,1,3,0,63,2,4,1,3,0,0,1
Control,0,1,1,1,1,1,2,5,1,1,4,1,1,66,1,4,2,6,0,0,1
Control,0,3,2,5,4,3.5,4,10,1,1,2,1,1,22,4,2,4,2,0,0,0
Trash-talking,1,3,3,3,3,3,3,5,1,1,1,2,0,23,3,2,1,5,0,1,0
